"Flights (All Carriers - Miami, FL: Miami International (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2014,8,"6,831","5,954","12,785"
2014,9,"6,237","5,029","11,266"
2014,10,"6,708","5,225","11,933"
2014,11,"6,757","5,693","12,450"
2014,12,"7,550","6,392","13,942"
2014,TOTAL,"83,900","70,687","154,587"
2015,1,"7,460","6,447","13,907"
2015,2,"6,609","5,689","12,298"
2015,3,"7,655","6,096","13,751"
2015,4,"7,434","5,910","13,344"
2015,5,"7,451","5,936","13,387"
2015,6,"7,086","6,114","13,200"
2015,7,"7,259","6,459","13,718"
2015,8,"7,188","6,185","13,373"
2015,9,"6,561","5,393","11,954"
2015,10,"6,931","5,672","12,603"
2015,11,"6,847","5,815","12,662"
2015,12,"7,627","6,670","14,297"
2015,TOTAL,"86,108","72,386","158,494"
2016,1,"7,394","6,486","13,880"
2016,2,"7,077","5,838","12,915"
2016,3,"7,807","6,389","14,196"
2016,4,"7,347","5,987","13,334"
2016,5,"7,490","5,846","13,336"
2016,6,"7,089","5,952","13,041"
2016,7,"7,384","6,389","13,773"
2016,8,"7,142","6,090","13,232"
2016,9,"6,468","5,394","11,862"
2016,10,"6,551","5,468","12,019"
2016,11,"6,880","5,820","12,700"
2016,12,"7,508","6,953","14,461"
2016,TOTAL,"86,137","72,612","158,749"
2017,1,"7,480","6,728","14,208"
2017,2,"6,728","5,770","12,498"
2017,3,"7,695","6,382","14,077"
2017,4,"7,534","6,183","13,717"
2017,5,"7,690","6,103","13,793"
2017,6,"7,358","6,076","13,434"
2017,7,"7,677","6,517","14,194"
2017,8,"7,461","6,355","13,816"
2017,9,"5,298","4,313","9,611"
2017,10,"7,339","5,573","12,912"
2017,11,"7,286","5,771","13,057"
2017,12,"7,898","6,489","14,387"
2017,TOTAL,"87,444","72,260","159,704"
2018,1,"7,779","6,377","14,156"
2018,2,"7,100","5,568","12,668"
2018,3,"7,825","6,284","14,109"
2018,4,"7,382","5,961","13,343"
2018,5,"7,383","6,001","13,384"
2018,6,"7,191","5,962","13,153"
2018,7,"7,392","6,248","13,640"
2018,8,"7,229","6,103","13,332"
2018,9,"6,679","5,350","12,029"
2018,10,"6,927","5,661","12,588"
2018,11,"6,836","5,881","12,717"
2018,12,"7,719","6,617","14,336"
2018,TOTAL,"87,442","72,013","159,455"
2019,1,"7,892","6,799","14,691"
2019,2,"7,243","6,026","13,269"
2019,3,"8,044","6,500","14,544"
2019,4,"7,059","6,370","13,429"
2019,5,"7,370","5,791","13,161"
2019,6,"7,026","5,936","12,962"
2019,7,"7,283","6,286","13,569"
2019,8,"7,170","6,126","13,296"
2019,9,"6,745","4,942","11,687"
2019,10,"7,195","5,238","12,433"
2019,11,"7,112","5,389","12,501"
2019,12,"8,409","5,879","14,288"
2019,TOTAL,"88,548","71,282","159,830"
2020,1,"8,383","6,027","14,410"
2020,2,"7,828","5,539","13,367"
2020,3,"7,017","3,848","10,865"
2020,4,"2,179",190,"2,369"
2020,5,"1,501",160,"1,661"
2020,6,"2,982",357,"3,339"
2020,7,"4,708",849,"5,557"
2020,8,"3,616","1,033","4,649"
2020,9,"2,951","1,037","3,988"
2020,10,"3,175","1,673","4,848"
2020,11,"4,510","2,429","6,939"
2020,12,"5,182","3,077","8,259"
2020,TOTAL,"54,032","26,219","80,251"
2021,1,"5,152","3,254","8,406"
2021,2,"4,886","2,971","7,857"
2021,3,"7,051","3,651","10,702"
2021,4,"7,509","3,687","11,196"
2021,5,"8,104","3,912","12,016"
2021,6,"7,896","4,372","12,268"
2021,7,"8,247","4,732","12,979"
2021,8,"7,741","4,335","12,076"
2021,9,"6,786","3,669","10,455"
2021,10,"8,071","4,031","12,102"
2021,11,"9,386","4,410","13,796"
2021,12,"10,257","5,516","15,773"
2021,TOTAL,"91,086","48,540","139,626"
2022,1,"9,766","5,506","15,272"
2022,2,"8,900","4,867","13,767"
2022,3,"9,957","5,700","15,657"
2022,4,"9,070","5,658","14,728"
2022,5,"9,701","5,674","15,375"
2022,6,"8,156","5,296","13,452"
2022,7,"8,682","5,600","14,282"
2022,8,"8,303","5,496","13,799"
2022,9,"7,557","4,637","12,194"
2022,10,"8,058","5,059","13,117"
2022,11,"7,884","5,653","13,537"
2022,12,"8,332","6,198","14,530"
2022,TOTAL,"104,366","65,344","169,710"
2023,1,"8,636","6,240","14,876"
2023,2,"8,009","5,523","13,532"
2023,3,"8,963","6,110","15,073"
2023,4,"8,466","5,625","14,091"
2023,5,"8,659","5,618","14,277"
2023,6,"7,985","5,695","13,680"
2023,7,"8,464","6,052","14,516"
2023,8,"8,385","5,934","14,319"
2023,9,"7,493","4,966","12,459"
2023,10,"8,159","5,410","13,569"
2023,11,"8,889","5,807","14,696"
2023,12,"9,937","6,600","16,537"
2023,TOTAL,"102,045","69,580","171,625"
2024,1,"10,047","6,747","16,794"
2024,2,"9,593","6,249","15,842"
2024,3,"10,412","6,600","17,012"
2024,4,"9,574","6,139","15,713"
2024,5,"9,484","6,235","15,719"
2024,6,"8,222","6,170","14,392"
2024,7,"8,596","6,466","15,062"
2024,8,"8,137","6,271","14,408"
2024,9,"7,553","4,774","12,327"
2024,10,"8,165","5,391","13,556"
2024,11,"8,998","5,430","14,428"
2024,TOTAL,"98,781","66,472","165,253"
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
