"Flights (All Carriers - Philadelphia, PA: Philadelphia International (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2024,4,"9,901","1,106","11,007"
2024,5,"10,658","1,231","11,889"
2024,6,"11,087","1,311","12,398"
2024,7,"11,631","1,371","13,002"
2024,8,"11,845","1,322","13,167"
2024,9,"11,024","1,042","12,066"
2024,10,"11,653","1,013","12,666"
2024,11,"9,659",913,"10,572"
2024,TOTAL,"112,921","12,307","125,228"
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
